review_title,review,sentiment
Great place to work,"{ Pros. Bright colleagues, good benefits, opportunity to advance } { Cons. California based means you might not be able to afford a house }",0.88
Be Prepared and have your resume ready.,"{ Pros. Great benefits, superb colleagues, great employee networks. } { Cons. Restructures at least every 2 years, be prepared to be laid off when things aren't going well for fossil fuel. }",0.94
Great company,"{ Pros. Good benefits and competitive wages } { Cons. Lots of Hard work, no overtime anymore so you need to get a side job to make up for lost hours }",0.32
Culture,{ Pros. Opportunities to do different things } { Cons. Very much of who you know vs what you know },0.38
Great company,{ Pros. Great work and home life balance Great benefits Competitive pay } { Cons. Hard to move up once you reach a certain point in your career },0.92
Great Company,{ Pros. The company culture is top tier } { Cons. Dozens of roles in our department were migrated to foreign countries. },0.2
Outstanding,"{ Pros. Outstanding, the best company and laid back } { Cons. None that I can think off }",0.85
Great company,{ Pros. Great company great benefits very understanding } { Cons. Growth is slow but there are many opportunities to learn },0.88
Great company with competitive pay and great benefits,"{ Pros. Great people Great pay Great benefits Great opportunities } { Cons. Frequent reorgs Goes through cycles of cutting too deep, then having to hire Inefficient processes at times }",0.97
Great People,{ Pros. First and second line supervisors are great. Work life balance is there. Great people. } { Cons. Upper management tends to make bad decisions then promote the people who made them so they never to be accountable to the mess they leave. Lower management and individual contributor end up having to clean up after them. },0.73
It's a job,{ Pros. You get paid weekly. Safety is a important to the company. } { Cons. Zero opportunity for any advancement or pay increase.1 person found this review helpfulHelpfulShareRepor },0.72
Great company if you are actually an employee,"{ Pros. Atmosphere, people, work duties, culture. } { Cons. if you're a contractor you get no perks at all even though you work harder than most the employees there. Hard to get out of that to become full-time. }",-0.38
Good company but a little boring,"{ Pros. Great recognition of home/life balance. Good pay...especially when combined with the lower stress environment vs. other companies. Well managed company. Employees are are generally nice. Management/leadership team members is approachable/accessible and 'part of the team'. Management acts with integrity. Generally supportive of employee development. Amazingly supportive for an oil company (HQ in California and you can tell). } { Cons. Very buttoned down and bland culture. All the personality has been scrubbed out...just not that fun on a day to day basis. Some of the office locations are so boring. Too quiet, no chatter, few friendships. Career path is mostly self directed...it's on you to figure out how to climb the ladder. Despite all the talk about diversity & inclusion there has not been much progress. Management team isn't really interested in 'diversity of thought' and don't appreciate opinions that run counter to management strategies. An amazing lack of spine when it comes to managing employees who aren't getting the job done. }",0.65
Great Company,{ Pros. Great Company to work for } { Cons. Oil and Gas is very up and down },0.62
Seems good but not good,{ Pros. Large corporation culture. No care employee anymore. } { Cons. Layoff a lot and very often },-0.39
Bureaucratic,"{ Pros. I like the shift to renewable fuels and alternative forms of energy. } { Cons. O&G business means ups and downs and with that comes ""resource optimization"", which means business reorganization every few years and constant change and inability to focus on delivering products efficiently to market. }",0.74
This company is not for everyone,"{ Pros. Benefits, flexible work schedule, vacation, bonus } { Cons. Very bias, does not reward hard workers, you will be pushed out if you do not suck up to management, will be written up for the smallest thing, they claim to be family oriented but are not, the Chevron was is a big joke }",0.7
Slow Moving Giant,{ Pros. Big Company Security - Benefits and Pay are excellent. } { Cons. Culture - passive / aggressive culture that values individual performance over team },0.88
Cool place to work,{ Pros. good pay kick back at times } { Cons. lotto customers and can get busy at times },0.36
Just okay,{ Pros. Opportunities for travel if you want to move all over the globe for career advancement opportunities. } { Cons. Back slapping mentality. You cannot apply for jobs based on your relevant skill set and experience. You must be in with one of the career development sponsors to have your name put in the hat for any open positions. },0.67
Best employer,"{ Pros. Great company with great people. Supportive, collaborative, and innovative company. } { Cons. None, I have no cons to mention. }",0.93
,{ Pros. Good so work good pay good work life } { Cons. Not easy to move up the ladder },0.71
Great company,"{ Pros. Schedule , work load, people } { Cons. Advancement is slow if not an engineer }",0.0
"Good people, decent pay, liberal Bureaucracy",{ Pros. Lots of good people. Pay was good. Great training programs. } { Cons. Big company made you feel like a number. Slow steady rise up the hill of retirement. Worked in a specific little area. Couldn’t be free to move and think freely to improve ops and production needs. },0.97
