date;employee_title;employee_status;review_title;pros;cons
2021-03-16;Mechanical Engineer;Current Employee;ok;"Ok to work regular hours
";"No overtime pay for working extra
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-04;Manufacturing;Current Employee, more than 10 years;Best days are behind;"Good pay for long term employees
";"Poor advancement, low pay for new hires.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Electrical Maintenance Technician;Current Employee;review;"good hours and good overtime
";"low wages and bad management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-13;Senior Human Resources Manager;Current Employee;Great culture;"Culture, flexibility/PTO, management, working conditions
";"Instability of industry. When market recovers will be a fantastic place to work
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-12;Engineer;Former Employee, more than 5 years;company;"good work environment and colleagues
";"the company is going through a rough time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Senior Software Engineer;Former Employee;It was an ok place to work;"The benefits were pretty good
";"Senior management had no clue
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Electrician;Former Employee, more than 3 years;Big Company;"okay benefits, ability to cross train.
";"You're just a number, management is terrible
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-01;Executive Counsel;Former Employee, more than 10 years;GE was once a great company;"Great team of smart colleagues
";"Financial headwinds negatively impacting GE
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-25;Cybersecurity;Former Employee;GE is a great place;"Great people and culture at location was good
";"pay wasn't keeping up, benefits were poor, and difficult to advance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-05;Engineer;Former Employee;Stay away from this company;"Used to be a good company.
";"Terrible place to work. Constant layoffs. Company still looking for it’s identity
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-01;FP&A Manager;Former Employee, more than 1 year;Good benefits, but males paid more than females;"Good benefit package and 401k matching
";"Males paid more than equal females
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-07;Material Technical Advisor;Former Employee, more than 5 years;Old company, stripped down and on the way back up;"the people you will work with
";"the hours dilute the pay
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Technical Product Manager;Current Employee;It's alright;"Working here is okay. There is good and bad just like any other job
";"Working at GE can be good as they treat you fairly but do not promote people to higher positions.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Toolroom Manager;Former Employee;run for your lives;"not much one can say
";"everything and anything you can think
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-03;Senior Technical Writer;Former Employee;Moving Target;"Plenty of benefits, competitive salaries.
";"The company seems to be in a constant state of reorganization.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-10;Quality Manager;Former Employee, more than 1 year;Quality;"good pay with good time off
";"bad management, poor morale and leadership
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-01;Anonymous;Current Employee;GE Research Review;"flexibility, good research component, good compensation
";"poor employee development program diversity and inclusion can improve limited growth prospects
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-17;Project Manager;Current Employee;Great company;"There are too many to name
";"There’s a lot of nepotism
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-16;Marketing Analyst;Former Employee, less than 1 year;Pretty good;"Friendly Environment and nice workers
";"Too much pressure and fast pace
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-18;Mytech Associate;Current Employee, more than 1 year;Great place to work for;"Good pay, great benefits, nice people to work with
";"Layoffs and company reorganizing, they care a lot about lean and cutting cost where they can, sometimes in people.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Sales Associate;Former Employee, more than 1 year;Job;"Good, determined, hard working employees
";"The pay was a little low
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-14;Associate Director;Former Employee;great company;"loved the people and experience
";"no comments on cons to mention
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-22;Software Engineer;Current Employee, more than 1 year;Old company on the verge of a comeback;"Good WLB, Healthcare industry vision
";"Compensation, benefits, re orgs, old technology for some projects
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-04;Senior Manager Program Management;Current Employee, more than 8 years;Leadership program members are forgotten, many left;"Big company with various areas to pick from
";"Extreme corporate culture. Pitches matter more than hard work. Leadership program members are not valued post graduation
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-14;Electrician;Current Employee;n/a;"good money and hours n/a
";"needs some more air condtioning n/a
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Data Architect;Former Employee, more than 3 years;GE Aircraft;"The job was never boring
";"The company is always pushing for more
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-24;Senior Technical Product Manager;Current Employee, more than 5 years;Excellent Work Place;"Work life balance is second to none
";"Tough times have fallen on GE as of late, but the ship is turning around.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-07;Field Service Engineer (FSE);Current Employee, more than 3 years;Awesome;"now with covid, decent work/life balance
";"constant work. Too many chiefs and not enough indians
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-20;Director of Pricing;Former Employee, more than 8 years;20th century company stuck in powerpoints;"Leadership and customer-focused company that knows
";"Too many ego-centric executives have lost touch with the market
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
