Company;review_title;pros;cons;text;score_pros;score_cons;score_combined;insurance
Aramco;Monetary benefits not bad, stress, and management incompetencies high, political mess;Monetary benefits Safe and secure for kids and families;Frozen Career path several layers of managements, and silos between divisions, departments, organisations and business lines that you feel helpless and stressed;pro monetary benefit safe secure kid family con frozen career path several layer management silo division department organisation business line feel helpless stressed;0.78;-0.66;0.44;0
Aramco;I was a full-time employee;Rewarding Compensation and friendly enviroment;It just the weather in Saudi Arabia4 people found this review helpfulHelpfulShareRepor;pro rewarding compensation friendly enviroment con weather saudi arabia people found review helpfulhelpfulsharerepor;0.77;0.0;0.77;0
Aramco;great;one of the best companies in the kingdom;the company is very big to be coordinated1 person found this review helpfulHelpfulShareRepor;pro one best company kingdom con company big coordinated person found review helpfulhelpfulsharerepor;0.64;0.0;0.64;0
Aramco;Summer trainee;Good place to make a few bucks;no formal training conducted during the summer1 person found this review helpfulHelpfulShareRepor;pro good place make buck con formal training conducted summer person found review helpfulhelpfulsharerepor;0.44;-0.3;0.44;0
Aramco;energy supplier;best company in all aspect;the company is expanding and more work/manpower is needed.;pro best company aspect con company expanding work manpower needed;0.64;0.0;0.64;0
Aramco;If you are dedicated and work with passion - Saudi Aramco is part of your family;Great place to work with friendly and humble employees. Management is outstanding and has excellent interactions with employees.;Sometimes work is challenging, however, if you have a passion to succeed and meet the target, you become successful.;pro great place work friendly humble employee management outstanding excellent interaction employee con sometimes work challenging however passion succeed meet target become successful;0.94;0.89;0.98;0
Aramco;General;Job security and sound financial resources;Saudization as part of local government strategy;pro job security sound financial resource con saudization part local government strategy;0.34;0.0;0.34;0
Aramco;Maintenance planner;I had experienced in HVAC with DDC Metrial expeditor Multiy planner Cover some time Lead planner Menter for New generation;Experience 31 years old with company Retired;pro experienced hvac ddc metrial expeditor multiy planner cover time lead planner menter new generation con experience year old company retired;0.0;0.0;0.0;0
Aramco;Pro-Con;Salary package is definitely outstanding;Limited Professional growth for expats;pro salary package definitely outstanding con limited professional growth expat;0.77;0.18;0.81;0
Aramco;Reviewr;Provide good salary and benifets;Some time facing over load working;pro provide good salary benifets con time facing load working;0.44;0.0;0.44;0
Aramco;Salary;Really good morning and May and time;Regards to the requested documents;pro really good morning may time con regard requested document;0.49;0.0;0.49;0
Aramco;A great company to work with;Everything is great in Aramco;Nothing is -ve in Aramco;pro everything great aramco con nothing aramco;0.62;0.0;0.62;0
Aramco;Takes Patience and Savvy but very rewarding;- Work life balance - Excellent Salary - Good expat schools - US payroll pension;- Very siloed - Limited upward mobility;pro work life balance excellent salary good expat school u payroll pension con siloed limited upward mobility;0.77;-0.29;0.69;0
Aramco;World Leading Oil Company;Highly professional working environment. Salaries are competitive and rewarding. Good career growth opportunities. In-service training. Highly safe working environment. Easy channels of communication with management.;The company doesn't allow employees to continue working after the age of 60;pro highly professional working environment salary competitive rewarding good career growth opportunity service training highly safe working environment easy channel communication management con company allow employee continue working age;0.95;-0.17;0.96;0
Aramco;My Experience;good salaries secure jobs good environment privileges such as free travels and good food services women empowerment;none as i have not signed until June this year;pro good salary secure job good environment privilege free travel good food service woman empowerment con none signed june year;0.94;0.0;0.94;0
