;Company;date;employee_title;employee_status;review_title;pros;cons
83;ExxonMobil;2021-08-16;Environmental Engineer;Current Employee;young engineer @ exxon;"-good benefits for new parents (8 weeks paid for all parents, additional 6 for moms; allow up to 2 years leave and 2 years part-time work) -fairly flexible - policies support remote work, flexing time to meet personal needs during the week - but not always supported in practice
";"-lots of red tape - very resistant to change & do not adapt new technology / tools quickly; red tape means more work to get good ideas implemented -lots of turnover at Beaumont site - lack of site knowledge / mentorship availability
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
84;ExxonMobil;2021-09-02;Project Manager;Current Employee, more than 10 years;Not a place for diversity;"Salary tied to industry average
";"Basically employees are on a one-contract. One year of underperformance, you will be released.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
85;ExxonMobil;2021-08-28;Geoscience Advisor;Former Employee, more than 10 years;Great company once upon a time;"Sakarya and benefits are very good. Challenging projects to work. Overall, good people to work with in the project teams.
";"Toxic work environment. Inconsistent management approaches. Have to be “sponsored” by a higher level manager to survive performance ranking and to get decent project assignments so you can perhaps advance in the company. Management tends to lack integrity with their own people. They say they value diversity and inclusion though actions in meetings, decision making, etc. it is obvious they do what they want…still an old white mans, good ol’ buddy mindset…fear and command.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
86;ExxonMobil;2021-08-31;Process Engineer;Current Employee, more than 1 year;Good pay, struggle with culture;"Good Salary, some friendly people, lots of opportunities for growth
";"Culture, zero work life balance, harsh environment
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
87;ExxonMobil;2021-08-31;Project Manager;Current Employee;Motivated Individual Contributors, Disengaged Sr. Leadership;"Above average compensation package Strong analytical and driven culture Work place flexibility in some functions are good.
";"Big company, typical bureaucracy. Longevity and Security have begun to degrade Sr. Mgmt very disconnected with the individual contributor level.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
88;ExxonMobil;2021-08-17;Product Manager;Current Employee, more than 10 years;Happy;"Good pay and benefits, stability (generally), opportunities to travel, smart people, nice facilities, values safety of employees
";"“Relative” performance assessment process is time consuming and demoralizing. Less flexibility than other companies to work remotely.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
89;ExxonMobil;2021-08-17;Anonymous;Former Employee, more than 3 years;Good challenges;"Great people, interesting work projects.
";"Process process process… plus, they temporarily stopped giving raises and began outsourcing a lot of jobs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
90;ExxonMobil;2021-08-30;Pipeline Operator;Former Employee;Bittersweet;"Great pay and benefits. 401k and pension.
";"Field employees are disposable. When the company sells an asset, field employees are generally sold as well with no other options.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
91;ExxonMobil;2021-08-31;Geophysicist;Current Employee, less than 1 year;it's fine;"pay is good, work is interesting
";"a lot of brain drain is leading to incredibly poor organization. I'm getting transferred around before I can even do anything and am expected to pick up new skills instantaneously without any documentation or trainings, rather a ""learn through immersion."" their covid response has been terrible, forcing people back to campus and dropping mask requirements just as waves were starting to die down.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
92;ExxonMobil;2021-09-19;Senior Lease Analyst;Former Employee;They encourage a hostile work environment;"Nice Campus to work at and very secure
";"They encourage employees to report others for the smallest things; i.e. not holding handrail going up even two steps, too much time in bathroom…
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
93;ExxonMobil;2021-09-20;Quality Assurance;Former Employee, more than 5 years;Management Plays the Favorite Card;"Insurance was good and affordable.
";"No 401k, no tuition reimbursement, management was not helpful. You come to work as a number, you leave work as a number, and nobody cares about innovation and helping you grow. They say that they are going to help you grow, but your growth depends 100% on kissing peoples butt.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
94;ExxonMobil;2021-08-30;Operations Geologist;Current Employee;Want to use Glassdoor;"Most colleagues are great people.
";"Main offices are located in Texas.
Be the first to find this review helpful
Helpful
Share
Repor"
95;ExxonMobil;2021-08-15;Reliability Leader;Current Employee;Huh;"Great. Like the people. Like the benefits, Like the salary. I would recommend this to others. They move you around in your career quickly
";"None. I have no concern. They listen to you and like to make improvements as you recommend improvements. Great company to work for
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
